post_id,text,time,image,image_lowquality,video,post_url,ocr
657933113045097,"ANNOUNCEMENT:

We are very pleased to inform you that our very own Pathfit Prof. Jan Hector Obando, MAT-PE, LPT, has been designated a NATIONAL COACH for volleyball by the Philippine National Volleyball Federation, effective July 1, 2023. Prof. Obando was able to obtain this certification by completing a series of written and practical examinations on volleyball from June 27 to July 1, 2023 at the Lourdes College Gymnasium in Cagayan de Oro City.

Furthermore, Prof. Obando’s excellent showing in the exams landed him in the top 10 list, making him eligible to join the International Certificate Course 2023 on July 24-28, 2023 at the Rizal Memorial Stadium, Manila.

This is yet another testimonial to the USJ-R School of Education’s unparalleled excellence when it comes to molding its faculty members to become the best versions of themselves and outcompete the rest of the field.

Congratulations on this milestone, Sir Jan! Your USJ-R SED family is so proud of you! Adelante!

#SEDexcellence
#TakingYouForwardSince1947
#JosenianEducators",2023-07-07T20:35:44,,https://scontent.fmnl8-3.fna.fbcdn.net/v/t39.30808-6/358706254_768280278418718_7137440698663168367_n.jpg?stp=cp0_dst-jpg_e15_p320x320_q65&_nc_cat=105&cb=99be929b-59f725be&ccb=1-7&_nc_sid=8024bb&efg=eyJpIjoidCJ9&_nc_eui2=AeF4k8iwzE92OdxuMCOcugRvwabit6JLYVbBpuK3okthVs7xJdcjAHN9zS2yV1X5kXQ2LP8Z4rBFho7Yae2OaDJQ&_nc_ohc=eMj92BDCvL0AX9ypxcI&_nc_ht=scontent.fmnl8-3.fna&oh=00_AfBIspO8fULcpCN02xHBlGsOzhphmvdlufeuFBDtG8wL1Q&oe=64ADCEB3,,https://facebook.com/usjr.official/posts/657933113045097,
657929026378839,"Seven Arcores delegates from Spain made a courtesy visit to USJ-R administrators earlier today.

They are in the University for an orientation for their Cultural Integration Program before they will be deployed to Recollect missions in Apo Island and Talisay City in Negros Occidental.

#TakingYouForwardSince1947",2023-07-07T20:27:21,https://scontent.fmnl9-1.fna.fbcdn.net/v/t39.30808-6/358357856_657927299712345_1645344690151094705_n.jpg?stp=cp0_dst-jpg_e15_fr_q65&_nc_cat=109&cb=99be929b-59f725be&ccb=1-7&_nc_sid=0be424&efg=eyJpIjoidCJ9&_nc_eui2=AeF3lCb8kGXfRs3b3w9NSa-ocsyF3cnL44dyzIXdycvjh77Fp3LXkrAWN4O0eKIQYwE3rxDwDHTahe3tt7vvY1jG&_nc_ohc=tRPXDsUx6ekAX91zKao&_nc_ht=scontent.fmnl9-1.fna&oh=00_AfB6tDq9t_wxpsAnEzrRjS4nAysHpUADeC45tKeHz7mxyQ&oe=64ACEF68&manual_redirect=1,https://scontent.fmnl9-1.fna.fbcdn.net/v/t39.30808-6/358357856_657927299712345_1645344690151094705_n.jpg?stp=cp0_dst-jpg_e15_p160x160_q65&_nc_cat=109&cb=99be929b-59f725be&ccb=1-7&_nc_sid=0be424&efg=eyJpIjoidCJ9&_nc_eui2=AeF3lCb8kGXfRs3b3w9NSa-ocsyF3cnL44dyzIXdycvjh77Fp3LXkrAWN4O0eKIQYwE3rxDwDHTahe3tt7vvY1jG&_nc_ohc=tRPXDsUx6ekAX91zKao&_nc_ht=scontent.fmnl9-1.fna&oh=00_AfD4Ido64xqJAXf6cmAYnOPupgcYpHc3qLzjo4ZcQ4-9cg&oe=64ACEF68,,https://facebook.com/usjr.official/posts/657929026378839,
657926446379097,"Hello, Dear Josenians!
Please read and share. Thank you.",2023-07-07T20:22:15,,https://scontent.fmnl9-4.fna.fbcdn.net/v/t39.30808-6/358572554_746620207265827_6211098083164523863_n.jpg?stp=cp0_dst-jpg_e15_p320x320_q65&_nc_cat=108&cb=99be929b-59f725be&ccb=1-7&_nc_sid=8024bb&efg=eyJpIjoidCJ9&_nc_eui2=AeEJRtaS6iOUdSx3n28Sf8-oS0Fx5l2L9SJLQXHmXYv1Itd0NkHmlm7b448RRhEeSkoLOFk9P4libllZKyArLt4T&_nc_ohc=GJV00bfi9SMAX8blNsI&_nc_ht=scontent.fmnl9-4.fna&oh=00_AfAiztyd8wRruY4e3piw166G1k_kFj8mWyxqpTHaIAi2aw&oe=64AEABD5,,https://facebook.com/usjr.official/posts/657926446379097,
243503025106451,"National Culture Consciousness Week Online Lecture

Catch us on today at 2PM as we explore the wonders of museum exhibitions and how they can help us get to know more of ourselves and our culture! Joining us is Ms. Princess Hernandez of the Nayong Pilipino Foundation Inc., and she will be sharing to us also how we might be able to appreciate more these exhibitions...and even possibly create our own exhibitions!",2023-07-07T14:06:47,,https://scontent.fmnl8-1.fna.fbcdn.net/v/t15.5256-10/358520185_699075805360002_1863621203109132176_n.jpg?stp=cp0_dst-jpg_e15_p173x172_q65&_nc_cat=106&cb=99be929b-59f725be&ccb=1-7&_nc_sid=ccf8b3&efg=eyJpIjoidCJ9&_nc_eui2=AeEqwC3lPSKI0NY5toJmwO31fC4Ay05C2OR8LgDLTkLY5C7NVEumv14OaNn7Bl15sOaQVlCjaDFjGRlG10qZUaFG&_nc_ohc=6QJuuo2J_SoAX_YgOlQ&tn=cF242BKhcQevNEOn&_nc_ht=scontent.fmnl8-1.fna&oh=00_AfB3Zq9pTOSG0TF1PWME36eIVMAI6djF3cLV7ClmihL50Q&oe=64AE035E,https://scontent.fceb2-1.fna.fbcdn.net/v/t42.1790-2/10000000_799384825122490_7946646622808074942_n.mp4?_nc_cat=101&vs=7a753d7906f060a3&_nc_vs=HBksFQAYJEdJQ1dtQUM2VG9wSUNkY0NBTDVxQ0JRQUtVaHVidjRHQUFBRhUAAsgBABUAGCRHSUNXbUFDZGdnajg3dDRXQUE3aDFHUVU1VDkxYnY0R0FBQUYVAgLIAQAoRC1pICclcycgLWZiX3VzZV90ZmR0X3N0YXJ0dGltZSAxIC1pICclcycgLWMgY29weSAtbW92ZmxhZ3MgZmFzdHN0YXJ0KweIEnByb2dyZXNzaXZlX3JlY2lwZQExDXN1YnNhbXBsZV9mcHMAEHZtYWZfZW5hYmxlX25zdWIAIG1lYXN1cmVfb3JpZ2luYWxfcmVzb2x1dGlvbl9zc2ltAChjb21wdXRlX3NzaW1fb25seV9hdF9vcmlnaW5hbF9yZXNvbHV0aW9uAB11c2VfbGFuY3pvc19mb3JfdnFtX3Vwc2NhbGluZwARZGlzYWJsZV9wb3N0X3B2cXMAFQAlAByMF0AAAAAAAAAAEREAAAAm7vK4wMHzvQIVAigCQzMYA2F2MRwXQLBE49cKPXEYGWRhc2hfbGl2ZV9tZF9mcmFnXzJfdmlkZW8SABgYdmlkZW9zLnZ0cy5jYWxsYmFjay5wcm9kOBJWSURFT19WSUVXX1JFUVVFU1QbCogVb2VtX3RhcmdldF9lbmNvZGVfdGFnBm9lcF9zZBNvZW1fcmVxdWVzdF90aW1lX21zATAMb2VtX2NmZ19ydWxlCndhc2xpdmVfc2QTb2VtX3JvaV9yZWFjaF9jb3VudAYxNjQ0MjERb2VtX2lzX2V4cGVyaW1lbnQADG9lbV92aWRlb19pZA8yNDM1MDMwMjUxMDY0NTESb2VtX3ZpZGVvX2Fzc2V0X2lkDzgwMjQ4NDc2NDc3MDU5MxVvZW1fdmlkZW9fcmVzb3VyY2VfaWQPNjk5MDc0ODQ4NjkzNDMxHG9lbV9zb3VyY2VfdmlkZW9fZW5jb2RpbmdfaWQQMTE5MjUzODEyNTQ3NzU1Ng52dHNfcmVxdWVzdF9pZAAlBBwAJcQBGweIAXMENzk3NAJjZAoyMDIzLTA3LTA2A3JjYgYxNjQ0MDADYXBwHENvbnRlbnQgVGFiIG9mIGEgUGFnZSBvbiB3d3cCY3QJQlJPQURDQVNUE29yaWdpbmFsX2R1cmF0aW9uX3MHNDE2NTI5OQJ0cxRwcm9ncmVzc2l2ZV9vcmRlcmluZwA%3D&ccb=1-7&_nc_sid=f6c681&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9zZCJ9&_nc_eui2=AeH2eeDowKUezFcpqQ05b_sabuGoa2Qvi_1u4ahrZC-L_RqwMLA2p3yT6BcGDAWVIxRfyw-EzQBTNhArT8e902y9&_nc_ohc=tnJzgZlSj58AX_So1XY&_nc_rml=0&_nc_ht=scontent.fceb2-1.fna&oh=00_AfCUMWk1B6D0kmlgkQGQGiKb6H706_xaoMynbyWblf2IaQ&oe=64AD2835&_nc_rid=113715185077286,https://facebook.com/usjr.official/posts/243503025106451,
657644903073918,"TODAY IN HISTORY

Exactly 76 years ago, the University of San Jose - Recoletos (formerly Colegio de San Jose-Recoletos) opened its first school year.

The student population was 940, a figure beyond the expectations of the Augustinian Recollect friars. Fray Martin Legarra worked as administrator along with Esteban Tejedor, Alfred Rennix, and Miguel Navarro.¹

#TakingYouForwardSince1947

¹ History of Augustinian Recollects in Cebu Since 1621: Studies and Sources by Emmanuel Luis A. Romanillos (2021)",2023-07-07T11:06:36,,https://scontent.fceb2-2.fna.fbcdn.net/v/t39.30808-6/358534475_657644566407285_1395713731840672296_n.jpg?stp=cp0_dst-jpg_e15_p320x320_q65&_nc_cat=102&cb=99be929b-59f725be&ccb=1-7&_nc_sid=8024bb&efg=eyJpIjoidCJ9&_nc_eui2=AeHs2z0SZKNy_pwuTxNt9pZQDwNXc2pDnBEPA1dzakOcEcHkkEdxj45nCXwWoSuX3OmwxKtM_T6evBMIlKRvoEMs&_nc_ohc=M5r0lhMrNNsAX8NBZMg&_nc_ht=scontent.fceb2-2.fna&oh=00_AfD5z5pssbg4Yyetyz-cjlb-La7u9vgD2fw9iAP4HvDWzA&oe=64AE6872,,https://facebook.com/usjr.official/posts/657644903073918,
1244768046405815,"Catch us today at 2PM as we explore Cebu City's numerous cultural and heritage gems, right in the heart of the city! as we explore and learn how to appreciate these structures with new information we might not have yet known.

Joining us is Architect Kristi Gultiano, whose passion for heritage architecture has become a personal advocacy.",2023-07-06T14:00:40,,https://scontent.fceb2-2.fna.fbcdn.net/v/t15.5256-10/358491503_763022002297902_3676466965174918458_n.jpg?stp=cp0_dst-jpg_e15_p173x172_q65&_nc_cat=100&cb=99be929b-59f725be&ccb=1-7&_nc_sid=ccf8b3&efg=eyJpIjoidCJ9&_nc_eui2=AeFKWf7RaQNv76VrlUitm8PIjzWFAIGureGPNYUAga6t4YoueadJFPAn7AetPQlLruy0lSb6RjVsH_l1yYLIJ2Qy&_nc_ohc=kbipjzVa48oAX-IDD2_&_nc_ht=scontent.fceb2-2.fna&oh=00_AfCRuYhLAW1b4KCsNBokvopckRvLgWWJflsFtybKVvo4Xg&oe=64AE1D2E,https://scontent.fceb2-2.fna.fbcdn.net/v/t42.1790-2/10000000_1704121936683029_6832229117695761957_n.mp4?_nc_cat=100&vs=534896f529be7d74&_nc_vs=HBksFQAYJEdJQ1dtQUFWb0xETzR3MEdBQ1VlVmhBdjlOQmVidjRHQUFBRhUAAsgBABUAGCRHSUNXbUFDeGUtSHNSMk1EQUFhYWZKbTVlcEJ5YnY0R0FBQUYVAgLIAQAoRC1pICclcycgLWZiX3VzZV90ZmR0X3N0YXJ0dGltZSAxIC1pICclcycgLWMgY29weSAtbW92ZmxhZ3MgZmFzdHN0YXJ0KweIEnByb2dyZXNzaXZlX3JlY2lwZQExDXN1YnNhbXBsZV9mcHMAEHZtYWZfZW5hYmxlX25zdWIAIG1lYXN1cmVfb3JpZ2luYWxfcmVzb2x1dGlvbl9zc2ltAChjb21wdXRlX3NzaW1fb25seV9hdF9vcmlnaW5hbF9yZXNvbHV0aW9uAB11c2VfbGFuY3pvc19mb3JfdnFtX3Vwc2NhbGluZwARZGlzYWJsZV9wb3N0X3B2cXMAFQAlAByMF0AAAAAAAAAAEREAAAAmmNWmxNv82gIVAigCQzMYA2F2MRwXQLDYY9cKPXEYGWRhc2hfbGl2ZV9tZF9mcmFnXzJfdmlkZW8SABgYdmlkZW9zLnZ0cy5jYWxsYmFjay5wcm9kOBJWSURFT19WSUVXX1JFUVVFU1QbCogVb2VtX3RhcmdldF9lbmNvZGVfdGFnBm9lcF9zZBNvZW1fcmVxdWVzdF90aW1lX21zATAMb2VtX2NmZ19ydWxlCndhc2xpdmVfc2QTb2VtX3JvaV9yZWFjaF9jb3VudAYxNjQ0MjERb2VtX2lzX2V4cGVyaW1lbnQADG9lbV92aWRlb19pZBAxMjQ0NzUxMTYzMDc0MTcwEm9lbV92aWRlb19hc3NldF9pZBAxODY2NDE0MjM3MDY1Mjk4FW9lbV92aWRlb19yZXNvdXJjZV9pZA83NjMwMDQ2MzU2MzI5NzIcb2VtX3NvdXJjZV92aWRlb19lbmNvZGluZ19pZA8yNTA5MDg1MTA5OTMyODMOdnRzX3JlcXVlc3RfaWQAJQQcACXEARsHiAFzBDM5MjUCY2QKMjAyMy0wNy0wNQNyY2IGMTY0NDAwA2FwcBxDb250ZW50IFRhYiBvZiBhIFBhZ2Ugb24gd3d3AmN0HE5FV19DT05UQUlORURfUE9TVF9CUk9BRENBU1QTb3JpZ2luYWxfZHVyYXRpb25fcwc0MzEzNTMxAnRzFHByb2dyZXNzaXZlX29yZGVyaW5nAA%3D%3D&ccb=1-7&_nc_sid=f6c681&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9zZCJ9&_nc_eui2=AeEbyFsU8Bvvw5SQuax7_dnHbCVia1ozKChsJWJrWjMoKOZpg0COSyevJmg5H4yJx1HcPPtW0ryEtJ7H-kbIty7n&_nc_ohc=g6PaaPrnzScAX-4gA3p&_nc_rml=0&_nc_ht=scontent.fceb2-2.fna&oh=00_AfD4gmbGc-DSxx6vz7H-3W0kmY71llRz8WSm11qQE4kLbQ&oe=64AD59AF&_nc_rid=921914575682037,https://facebook.com/usjr.official/posts/1244768046405815,
656409826530759,"#USJRadvisory | The names of four offices in the University of San Jose-Recoletos were changed by the School Board effective July 3, 2023.

Meanwhile, a new office has been created.

Read more:

USJR.EDU.PH
Four USJ-R offices change nomenclature - University of San Jose - Recoletos",2023-07-05T14:22:24,,https://external.fceb2-2.fna.fbcdn.net/emg1/v/t13/13676658507867059139?url=https%3A%2F%2Fusjr.edu.ph%2Fwp-content%2Fuploads%2F2016%2F04%2F48587645.jpg&fb_obo=1&utld=edu.ph&stp=c0.5000x0.5000f_dst-jpg_flffffff_p476x249_q75&_nc_eui2=AeG62FTGaaBb4xEwkx4sNER3AN8yMwZK88oA3zIzBkrzypt3skFGj1jZEOfSOcxwrhcYTfgsFVLHn5rq84HG0unC&ccb=13-1&oh=06_AbFJRmg3dI4rU8mWSYoVnDWXk4MzTHtQi8gEbOOLeIkwjA&oe=64AA8AE2&_nc_sid=2b8b93,,https://facebook.com/usjr.official/posts/656409826530759,
656401709864904,"De La Salle University through the Institute of Biomedical Engineering and Health Technologies (IBEHT) and University of San Jose-Recoletos are set to collaborate on health researches.

The agreement between the two Universities was signed earlier today at the Health Research and Innovation Symposium.

The two are expected to collaborate on projects, joint organization of research conferences, and capacity building activities, and dissemination of research that would help increase the critical mass of experts on the field of biomedical engineering.

#USJRat75
#TakingYouForwardSince1947",2023-07-05T14:02:42,https://scontent.fmnl8-3.fna.fbcdn.net/v/t39.30808-6/358426603_656394779865597_2399371257351616640_n.jpg?stp=cp0_dst-jpg_e15_fr_q65&_nc_cat=107&cb=99be929b-59f725be&ccb=1-7&_nc_sid=0be424&efg=eyJpIjoidCJ9&_nc_eui2=AeGXLwb-htQQdf7cTQCQssJSlHNZhBdWi72Uc1mEF1aLvd9mNE5n4bekOW5NbCIEb0Gs47OuCAeRFDktiIRLwaQJ&_nc_ohc=UvTXibBAs14AX8sE_CN&_nc_ht=scontent.fmnl8-3.fna&oh=00_AfAD0RUgF4K10eR9UjhMVEje2xv5rj8HBi6V3FOgx3UUnw&oe=64AEB346&manual_redirect=1,https://scontent.fmnl8-3.fna.fbcdn.net/v/t39.30808-6/358426603_656394779865597_2399371257351616640_n.jpg?stp=cp0_dst-jpg_e15_p160x160_q65&_nc_cat=107&cb=99be929b-59f725be&ccb=1-7&_nc_sid=0be424&efg=eyJpIjoidCJ9&_nc_eui2=AeGXLwb-htQQdf7cTQCQssJSlHNZhBdWi72Uc1mEF1aLvd9mNE5n4bekOW5NbCIEb0Gs47OuCAeRFDktiIRLwaQJ&_nc_ohc=UvTXibBAs14AX8sE_CN&_nc_ht=scontent.fmnl8-3.fna&oh=00_AfABEt0zncSV2Zm6hp-eqQea4McFrJ8Itu3XG9KPDMoVvw&oe=64AEB346,,https://facebook.com/usjr.official/posts/656401709864904,
620406086731971,"National Culture Consciousness Week
Catch us today at 2PM as we explore some undiscovered Cebuano rituals and practices! Joining us is Mr. Mark Arnold Langahid, who did the research on these undiscovered rituals and practices themselves.

Curious about what he discovered? Watch this online presentation!",2023-07-05T13:53:00,,https://scontent.fmnl9-2.fna.fbcdn.net/v/t15.5256-10/358349336_1220655861776431_3393530142079874248_n.jpg?stp=cp0_dst-jpg_e15_p173x172_q65&_nc_cat=111&cb=99be929b-59f725be&ccb=1-7&_nc_sid=ccf8b3&efg=eyJpIjoidCJ9&_nc_eui2=AeGN5VBEiOlTvGmAHv2YTlzszjMGommiHoDOMwaiaaIegG_Xdbf-4gUkx5Vn3j_MUBden7U02o3gslmgCmfYJmuJ&_nc_ohc=CdBKHOebnZ8AX9meJv0&_nc_ht=scontent.fmnl9-2.fna&oh=00_AfCDupzVpK0oFeYxBDBlfNHH0GDuNt3lSRniDZrhZSFU1Q&oe=64AECBDA,https://scontent.fmnl8-1.fna.fbcdn.net/v/t42.1790-2/10000000_1202607260435355_797305054264431894_n.mp4?_nc_cat=106&vs=d4d7aa07c9660029&_nc_vs=HBksFQAYJEdJQ1dtQUNiQTVEU3cwVUVBQllWRHZtNG1CQUxidjRHQUFBRhUAAsgBABUAGCRHSUNXbUFBWFNFR2U1MllEQUJYaFJKcVItcFI0YnY0R0FBQUYVAgLIAQAoRC1pICclcycgLWZiX3VzZV90ZmR0X3N0YXJ0dGltZSAxIC1pICclcycgLWMgY29weSAtbW92ZmxhZ3MgZmFzdHN0YXJ0KweIEnByb2dyZXNzaXZlX3JlY2lwZQExDXN1YnNhbXBsZV9mcHMAEHZtYWZfZW5hYmxlX25zdWIAIG1lYXN1cmVfb3JpZ2luYWxfcmVzb2x1dGlvbl9zc2ltAChjb21wdXRlX3NzaW1fb25seV9hdF9vcmlnaW5hbF9yZXNvbHV0aW9uAB11c2VfbGFuY3pvc19mb3JfdnFtX3Vwc2NhbGluZwARZGlzYWJsZV9wb3N0X3B2cXMAFQAlAByMF0AAAAAAAAAAEREAAAAm1MuIq5iLqwQVAigCQzMYA2F2MRwXQLQRh64UeuEYGWRhc2hfbGl2ZV9tZF9mcmFnXzJfdmlkZW8SABgYdmlkZW9zLnZ0cy5jYWxsYmFjay5wcm9kOBJWSURFT19WSUVXX1JFUVVFU1QbCogVb2VtX3RhcmdldF9lbmNvZGVfdGFnBm9lcF9zZBNvZW1fcmVxdWVzdF90aW1lX21zATAMb2VtX2NmZ19ydWxlCndhc2xpdmVfc2QTb2VtX3JvaV9yZWFjaF9jb3VudAYxNjQ0MjERb2VtX2lzX2V4cGVyaW1lbnQADG9lbV92aWRlb19pZA82MjA0MDYwODY3MzE5NzESb2VtX3ZpZGVvX2Fzc2V0X2lkDzIzMDMwMzYwMzE2MDI5MBVvZW1fdmlkZW9fcmVzb3VyY2VfaWQQMTIyMDY1MDE1MTc3NzAwMhxvZW1fc291cmNlX3ZpZGVvX2VuY29kaW5nX2lkEDYwNTE5NzUwNjQ5MTQ1NzIOdnRzX3JlcXVlc3RfaWQAJQQcACXEARsHiAFzBDgwNzACY2QKMjAyMy0wNy0wNANyY2IGMTY0NDAwA2FwcBxDb250ZW50IFRhYiBvZiBhIFBhZ2Ugb24gd3d3AmN0CUJST0FEQ0FTVBNvcmlnaW5hbF9kdXJhdGlvbl9zBzUxMzgxOTkCdHMUcHJvZ3Jlc3NpdmVfb3JkZXJpbmcA&ccb=1-7&_nc_sid=f6c681&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9zZCJ9&_nc_eui2=AeGrTOxIjX4tvVSBeCaDTtM76OdHpW1CRBLo50elbUJEEnHaDfZDiamQ7Pms7gdcLE3Bt2CKgA3FypICQ8hRJeJ4&_nc_ohc=fHWmX-u-KekAX9iHK-_&_nc_rml=0&_nc_ht=scontent.fmnl8-1.fna&oh=00_AfBpxbgCT1CNrHUouaWEFYg_IVTCklyAg51bYcvU7BlX3w&oe=64AECEDC&_nc_rid=119815264777054,https://facebook.com/usjr.official/posts/620406086731971,
1216032309797857,"National Culture Consciousness Week
Catch us this afternoon as we explore the treasure of culture and heritage, as well as see how we can interpret these treasures and integrate them in our leisure activities such as tours!

Joining us is Ms. PG Guba, a seasoned tour guide as well as strong culture and heritage advocate.",2023-07-04T14:04:55,,https://scontent.fmnl8-1.fna.fbcdn.net/v/t15.5256-10/358168016_2849393915191425_4492151848682400887_n.jpg?stp=cp0_dst-jpg_e15_p173x172_q65&_nc_cat=106&cb=99be929b-59f725be&ccb=1-7&_nc_sid=ccf8b3&efg=eyJpIjoidCJ9&_nc_eui2=AeGq6-TDmUhy4_7leOmmtyu7M6grksR5TrUzqCuSxHlOtZu_Kh7K77iEgEhh9uY86qWxWEmLpmk6fLaaUALfkez_&_nc_ohc=lS6okgpmj8oAX_U3dj1&_nc_ht=scontent.fmnl8-1.fna&oh=00_AfDCSk1imV_bkLHaIvm7DRMamI-cdDdu3xDBI5pjtPN2sg&oe=64AE6B6E,https://scontent.fceb2-1.fna.fbcdn.net/v/t42.1790-2/10000000_627599762671970_1240886304804890400_n.mp4?_nc_cat=103&vs=c100a07bcef52cc8&_nc_vs=HBksFQAYJEdJQ1dtQUJpU2VwMHpEb0NBQ0RuaWd5Rmd6Z1JidjRHQUFBRhUAAsgBABUAGCRHSUNXbUFEWE0zMHNzdm9DQU9nQjJLTXJSdmcyYnY0R0FBQUYVAgLIAQAoRC1pICclcycgLWZiX3VzZV90ZmR0X3N0YXJ0dGltZSAxIC1pICclcycgLWMgY29weSAtbW92ZmxhZ3MgZmFzdHN0YXJ0KweIEnByb2dyZXNzaXZlX3JlY2lwZQExDXN1YnNhbXBsZV9mcHMAEHZtYWZfZW5hYmxlX25zdWIAIG1lYXN1cmVfb3JpZ2luYWxfcmVzb2x1dGlvbl9zc2ltAChjb21wdXRlX3NzaW1fb25seV9hdF9vcmlnaW5hbF9yZXNvbHV0aW9uAB11c2VfbGFuY3pvc19mb3JfdnFtX3Vwc2NhbGluZwARZGlzYWJsZV9wb3N0X3B2cXMAFQAlAByMF0AAAAAAAAAAEREAAAAmtouR%2BrngjwoVAigCQzMYA2F2MRwXQLCbbhR64UgYGWRhc2hfbGl2ZV9tZF9mcmFnXzJfdmlkZW8SABgYdmlkZW9zLnZ0cy5jYWxsYmFjay5wcm9kOBJWSURFT19WSUVXX1JFUVVFU1QbCogVb2VtX3RhcmdldF9lbmNvZGVfdGFnBm9lcF9zZBNvZW1fcmVxdWVzdF90aW1lX21zATAMb2VtX2NmZ19ydWxlCndhc2xpdmVfc2QTb2VtX3JvaV9yZWFjaF9jb3VudAYxNjQ0MjYRb2VtX2lzX2V4cGVyaW1lbnQADG9lbV92aWRlb19pZBAxMjE2MDMyMzA5Nzk3ODU3Em9lbV92aWRlb19hc3NldF9pZBAxNjUwODU0MTA4NzI4MTQyFW9lbV92aWRlb19yZXNvdXJjZV9pZBAyODQ5MzkyMTYxODU4MjY3HG9lbV9zb3VyY2VfdmlkZW9fZW5jb2RpbmdfaWQPNzY4OTcyMjc0OTIzNDkyDnZ0c19yZXF1ZXN0X2lkACUEHAAlxAEbB4gBcwQ2MDg5AmNkCjIwMjMtMDctMDMDcmNiBjE2NDQwMANhcHAcQ29udGVudCBUYWIgb2YgYSBQYWdlIG9uIHd3dwJjdAlCUk9BRENBU1QTb3JpZ2luYWxfZHVyYXRpb25fcwc0MjUxODk5AnRzFHByb2dyZXNzaXZlX29yZGVyaW5nAA%3D%3D&ccb=1-7&_nc_sid=f6c681&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9zZCJ9&_nc_eui2=AeFnKG0Mls8huscNGFPro_OHXgDV_kcRMpdeANX-RxEyl_G39g0qYa8JTjNBpjZ7vq2ZxyRozIRP6kInycIhQKXd&_nc_ohc=CFoaMn9GIioAX--Etfd&_nc_rml=0&_nc_ht=scontent.fceb2-1.fna&oh=00_AfCxUObJdi3ODJhzhEQkCs1Xs6PeebEAtJ1zzL2ARCz41w&oe=64AEBAE8&_nc_rid=877738019319771,https://facebook.com/usjr.official/posts/1216032309797857,
